idcidade,Municipio,idm_ioibge,Area_MUN,idestado,estado,idmicro,mic_regiao,idmeso,mes_regiao,capital,populacao,fonte,NomeDSEI,StatusDSEI,NumDSEI
BR315020,Piedade de Ponte Nova,3150208,83.733,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,4203,IBGE (2015), ,,0
BR315030,Piedade do Rio Grande,3150307,322.814,BR31,MG,BR31058,São João del Rei,BR3111,Campo das Vertentes,0,4723,IBGE (2015), ,,0
BR315040,Piedade dos Gerais,3150406,259.638,BR31,MG,BR31032,Itaguara,BR3107,Metropolitana de Belo Horizonte,0,4927,IBGE (2015), ,,0
BR315050,Pimenta,3150505,414.969,BR31,MG,BR31044,Formiga,BR3109,Oeste de Minas,0,8655,IBGE (2015), ,,0
BR315053,Pingo-D'Água,3150539,66.57,BR31,MG,BR31040,Caratinga,BR3108,Vale do Rio Doce,0,4789,IBGE (2015), ,,0
BR315057,Pintópolis,3150570,1228.736,BR31,MG,BR31003,Januária,BR3102,Norte de Minas,0,7540,IBGE (2015), ,,0
BR315060,Piracema,3150604,280.335,BR31,MG,BR31046,Oliveira,BR3109,Oeste de Minas,0,6570,IBGE (2015), ,,0
BR315070,Pirajuba,3150703,337.98,BR31,MG,BR31021,Frutal,BR3105,Triângulo Mineiro/Alto Paranaíba,0,5534,IBGE (2015), ,,0
BR315080,Piranga,3150802,658.812,BR31,MG,BR31062,Viçosa,BR3112,Zona da Mata,0,17864,IBGE (2015), ,,0
BR315090,Piranguçu,3150901,203.619,BR31,MG,BR31056,Itajubá,BR3110,Sul/Sudoeste de Minas,0,5475,IBGE (2015), ,,0
BR315100,Piranguinho,3151008,124.803,BR31,MG,BR31056,Itajubá,BR3110,Sul/Sudoeste de Minas,0,8505,IBGE (2015), ,,0
BR315110,Pirapetinga,3151107,190.681,BR31,MG,BR31066,Cataguases,BR3112,Zona da Mata,0,10818,IBGE (2015), ,,0
BR315120,Pirapora,3151206,549.514,BR31,MG,BR31006,Pirapora,BR3102,Norte de Minas,0,56229,IBGE (2015), ,,0
BR315130,Piraúba,3151305,144.289,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,11101,IBGE (2015), ,,0
BR315140,Pitangui,3151404,569.636,BR31,MG,BR31029,Pará de Minas,BR3107,Metropolitana de Belo Horizonte,0,27273,IBGE (2015), ,,0
BR315150,Piumhi,3151503,902.468,BR31,MG,BR31042,Piuí,BR3109,Oeste de Minas,0,34075,IBGE (2015), ,,0
BR315160,Planura,3151602,317.52,BR31,MG,BR31021,Frutal,BR3105,Triângulo Mineiro/Alto Paranaíba,0,11509,IBGE (2015), ,,0
BR315170,Poço Fundo,3151701,474.244,BR31,MG,BR31049,Alfenas,BR3110,Sul/Sudoeste de Minas,0,16775,IBGE (2015), ,,0
BR315180,Poços de Caldas,3151800,547.061,BR31,MG,BR31051,Poços de Caldas,BR3110,Sul/Sudoeste de Minas,0,163677,IBGE (2015), ,,0
BR315190,Pocrane,3151909,691.066,BR31,MG,BR31041,Aimorés,BR3108,Vale do Rio Doce,0,8940,IBGE (2015), ,,0
BR315200,Pompéu,3152006,2551.074,BR31,MG,BR31024,Três Marias,BR3106,Central Mineira,0,31178,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315210,Ponte Nova,3152105,470.643,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,60005,IBGE (2015), ,,0
BR315213,Ponto Chique,3152131,602.799,BR31,MG,BR31007,Montes Claros,BR3102,Norte de Minas,0,4212,IBGE (2015), ,,0
BR315217,Ponto dos Volantes,3152170,1212.413,BR31,MG,BR31012,Araçuaí,BR3103,Jequitinhonha,0,12016,IBGE (2015), ,,0
BR315220,Porteirinha,3152204,1749.683,BR31,MG,BR31004,Janaúba,BR3102,Norte de Minas,0,38720,IBGE (2015), ,,0
BR315230,Porto Firme,3152303,284.777,BR31,MG,BR31062,Viçosa,BR3112,Zona da Mata,0,11107,IBGE (2015), ,,0
BR315240,Poté,3152402,625.111,BR31,MG,BR31015,Teófilo Otoni,BR3104,Vale do Mucuri,0,16502,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315250,Pouso Alegre,3152501,543.068,BR31,MG,BR31052,Pouso Alegre,BR3110,Sul/Sudoeste de Minas,0,143846,IBGE (2015), ,,0
BR315260,Pouso Alto,3152600,263.034,BR31,MG,BR31054,São Lourenço,BR3110,Sul/Sudoeste de Minas,0,6236,IBGE (2015), ,,0
BR315270,Prados,3152709,264.115,BR31,MG,BR31058,São João del Rei,BR3111,Campo das Vertentes,0,8919,IBGE (2015), ,,0
BR315280,Prata,3152808,4847.544,BR31,MG,BR31018,Uberlândia,BR3105,Triângulo Mineiro/Alto Paranaíba,0,27469,IBGE (2015), ,,0
BR315290,Pratápolis,3152907,215.516,BR31,MG,BR31047,Passos,BR3110,Sul/Sudoeste de Minas,0,8930,IBGE (2015), ,,0
BR315300,Pratinha,3153004,622.478,BR31,MG,BR31023,Araxá,BR3105,Triângulo Mineiro/Alto Paranaíba,0,3515,IBGE (2015), ,,0
BR315310,Presidente Bernardes,3153103,236.798,BR31,MG,BR31062,Viçosa,BR3112,Zona da Mata,0,5594,IBGE (2015), ,,0
BR315320,Presidente Juscelino,3153202,695.882,BR31,MG,BR31025,Curvelo,BR3106,Central Mineira,0,3875,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315330,Presidente Kubitschek,3153301,189.235,BR31,MG,BR31010,Diamantina,BR3103,Jequitinhonha,0,3056,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315340,Presidente Olegário,3153400,3503.742,BR31,MG,BR31002,Paracatu,BR3101,Noroeste de Minas,0,19469,IBGE (2015), ,,0
BR315350,Alto Jequitibá,3153509,152.272,BR31,MG,BR31061,Manhuaçu,BR3112,Zona da Mata,0,8528,IBGE (2015), ,,0
BR315360,Prudente de Morais,3153608,124.189,BR31,MG,BR31027,Sete Lagoas,BR3107,Metropolitana de Belo Horizonte,0,10388,IBGE (2015), ,,0
BR315370,Quartel Geral,3153707,556.436,BR31,MG,BR31026,Bom Despacho,BR3106,Central Mineira,0,3516,IBGE (2015), ,,0
BR315380,Queluzito,3153806,153.56,BR31,MG,BR31034,Conselheiro Lafaiete,BR3107,Metropolitana de Belo Horizonte,0,1947,IBGE (2015), ,,0
BR315390,Raposos,3153905,72.228,BR31,MG,BR31030,Belo Horizonte,BR3107,Metropolitana de Belo Horizonte,0,16230,IBGE (2015), ,,0
BR315400,Raul Soares,3154002,763.364,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,24394,IBGE (2015), ,,0
BR315410,Recreio,3154101,234.296,BR31,MG,BR31066,Cataguases,BR3112,Zona da Mata,0,10667,IBGE (2015), ,,0
BR315415,Reduto,3154150,151.859,BR31,MG,BR31061,Manhuaçu,BR3112,Zona da Mata,0,7023,IBGE (2015), ,,0
BR315420,Resende Costa,3154200,618.312,BR31,MG,BR31058,São João del Rei,BR3111,Campo das Vertentes,0,11478,IBGE (2015), ,,0
BR315430,Resplendor,3154309,1081.796,BR31,MG,BR31041,Aimorés,BR3108,Vale do Rio Doce,0,17675,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315440,Ressaquinha,3154408,183.062,BR31,MG,BR31059,Barbacena,BR3111,Campo das Vertentes,0,4834,IBGE (2015), ,,0
BR315445,Riachinho,3154457,1719.266,BR31,MG,BR31006,Pirapora,BR3102,Norte de Minas,0,8274,IBGE (2015), ,,0
BR315450,Riacho dos Machados,3154507,1315.54,BR31,MG,BR31004,Janaúba,BR3102,Norte de Minas,0,9658,IBGE (2015), ,,0
BR315460,Ribeirão das Neves,3154606,155.454,BR31,MG,BR31030,Belo Horizonte,BR3107,Metropolitana de Belo Horizonte,0,322659,IBGE (2015), ,,0
BR315470,Ribeirão Vermelho,3154705,49.251,BR31,MG,BR31057,Lavras,BR3111,Campo das Vertentes,0,4026,IBGE (2015), ,,0
BR315480,Rio Acima,3154804,229.812,BR31,MG,BR31030,Belo Horizonte,BR3107,Metropolitana de Belo Horizonte,0,9924,IBGE (2015), ,,0
BR315490,Rio Casca,3154903,384.381,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,14247,IBGE (2015), ,,0
BR315500,Rio Doce,3155009,112.094,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,2600,IBGE (2015), ,,0
BR315510,Rio do Prado,3155108,479.815,BR31,MG,BR31014,Almenara,BR3103,Jequitinhonha,0,5316,IBGE (2015), ,,0
BR315520,Rio Espera,3155207,238.602,BR31,MG,BR31062,Viçosa,BR3112,Zona da Mata,0,5929,IBGE (2015), ,,0
BR315530,Rio Manso,3155306,231.54,BR31,MG,BR31032,Itaguara,BR3107,Metropolitana de Belo Horizonte,0,5684,IBGE (2015), ,,0
BR315540,Rio Novo,3155405,209.31,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,9050,IBGE (2015), ,,0
BR315550,Rio Paranaíba,3155504,1352.353,BR31,MG,BR31020,Patos de Minas,BR3105,Triângulo Mineiro/Alto Paranaíba,0,12398,IBGE (2015), ,,0
BR315560,Rio Pardo de Minas,3155603,3117.675,BR31,MG,BR31005,Salinas,BR3102,Norte de Minas,0,30732,IBGE (2015), ,,0
BR315570,Rio Piracicaba,3155702,373.037,BR31,MG,BR31031,Itabira,BR3107,Metropolitana de Belo Horizonte,0,14602,IBGE (2015), ,,0
BR315580,Rio Pomba,3155801,252.418,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,17939,IBGE (2015), ,,0
BR315590,Rio Preto,3155900,348.046,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,5517,IBGE (2015), ,,0
BR315600,Rio Vermelho,3156007,986.561,BR31,MG,BR31028,Conceição do Mato Dentro,BR3107,Metropolitana de Belo Horizonte,0,13597,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315610,Ritápolis,3156106,404.805,BR31,MG,BR31058,São João del Rei,BR3111,Campo das Vertentes,0,4891,IBGE (2015), ,,0
BR315620,Rochedo de Minas,3156205,79.402,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,2263,IBGE (2015), ,,0
BR315630,Rodeiro,3156304,72.673,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,7653,IBGE (2015), ,,0
BR315640,Romaria,3156403,407.557,BR31,MG,BR31019,Patrocínio,BR3105,Triângulo Mineiro/Alto Paranaíba,0,3657,IBGE (2015), ,,0
BR315645,Rosário da Limeira,3156452,111.156,BR31,MG,BR31063,Muriaé,BR3112,Zona da Mata,0,4525,IBGE (2015), ,,0
BR315650,Rubelita,3156502,1110.295,BR31,MG,BR31005,Salinas,BR3102,Norte de Minas,0,7093,IBGE (2015), ,,0
BR315660,Rubim,3156601,965.174,BR31,MG,BR31014,Almenara,BR3103,Jequitinhonha,0,10330,IBGE (2015), ,,0
BR315670,Sabará,3156700,302.419,BR31,MG,BR31030,Belo Horizonte,BR3107,Metropolitana de Belo Horizonte,0,134382,IBGE (2015), ,,0
BR315680,Sabinópolis,3156809,919.811,BR31,MG,BR31035,Guanhães,BR3108,Vale do Rio Doce,0,15987,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315690,Sacramento,3156908,3073.268,BR31,MG,BR31023,Araxá,BR3105,Triângulo Mineiro/Alto Paranaíba,0,25630,IBGE (2015), ,,0
BR315700,Salinas,3157005,1862.117,BR31,MG,BR31005,Salinas,BR3102,Norte de Minas,0,41301,IBGE (2015), ,,0
BR315710,Salto da Divisa,3157104,938.016,BR31,MG,BR31014,Almenara,BR3103,Jequitinhonha,0,7107,IBGE (2015), ,,0
BR315720,Santa Bárbara,3157203,684.06,BR31,MG,BR31031,Itabira,BR3107,Metropolitana de Belo Horizonte,0,30169,IBGE (2015), ,,0
BR315725,Santa Bárbara do Leste,3157252,107.402,BR31,MG,BR31040,Caratinga,BR3108,Vale do Rio Doce,0,8107,IBGE (2015), ,,0
BR315727,Santa Bárbara do Monte Verde,3157278,417.925,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,3037,IBGE (2015), ,,0
BR315730,Santa Bárbara do Tugúrio,3157302,194.564,BR31,MG,BR31059,Barbacena,BR3111,Campo das Vertentes,0,4617,IBGE (2015), ,,0
BR315733,Santa Cruz de Minas,3157336,3.565,BR31,MG,BR31058,São João del Rei,BR3111,Campo das Vertentes,0,8429,IBGE (2015), ,,0
BR315737,Santa Cruz de Salinas,3157377,589.607,BR31,MG,BR31005,Salinas,BR3102,Norte de Minas,0,4383,IBGE (2015), ,,0
BR315740,Santa Cruz do Escalvado,3157401,258.726,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,5003,IBGE (2015), ,,0
BR315750,Santa Efigênia de Minas,3157500,131.965,BR31,MG,BR31035,Guanhães,BR3108,Vale do Rio Doce,0,4622,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315760,Santa Fé de Minas,3157609,2917.448,BR31,MG,BR31006,Pirapora,BR3102,Norte de Minas,0,4009,IBGE (2015), ,,0
BR315765,Santa Helena de Minas,3157658,276.433,BR31,MG,BR31016,Nanuque,BR3104,Vale do Mucuri,0,6362,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315770,Santa Juliana,3157708,723.784,BR31,MG,BR31023,Araxá,BR3105,Triângulo Mineiro/Alto Paranaíba,0,12939,IBGE (2015), ,,0
BR315780,Santa Luzia,3157807,235.076,BR31,MG,BR31030,Belo Horizonte,BR3107,Metropolitana de Belo Horizonte,0,216254,IBGE (2015), ,,0
BR315790,Santa Margarida,3157906,255.73,BR31,MG,BR31061,Manhuaçu,BR3112,Zona da Mata,0,15982,IBGE (2015), ,,0
BR315800,Santa Maria de Itabira,3158003,597.441,BR31,MG,BR31031,Itabira,BR3107,Metropolitana de Belo Horizonte,0,10964,IBGE (2015), ,,0
BR315810,Santa Maria do Salto,3158102,440.605,BR31,MG,BR31014,Almenara,BR3103,Jequitinhonha,0,5393,IBGE (2015), ,,0
BR315820,Santa Maria do Suaçuí,3158201,624.047,BR31,MG,BR31036,Peçanha,BR3108,Vale do Rio Doce,0,14869,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315830,Santana da Vargem,3158300,172.444,BR31,MG,BR31050,Varginha,BR3110,Sul/Sudoeste de Minas,0,7349,IBGE (2015), ,,0
BR315840,Santana de Cataguases,3158409,161.486,BR31,MG,BR31066,Cataguases,BR3112,Zona da Mata,0,3836,IBGE (2015), ,,0
BR315850,Santana de Pirapama,3158508,1255.832,BR31,MG,BR31027,Sete Lagoas,BR3107,Metropolitana de Belo Horizonte,0,8032,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR315860,Santana do Deserto,3158607,182.655,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,4016,IBGE (2015), ,,0
BR315870,Santana do Garambéu,3158706,203.074,BR31,MG,BR31058,São João del Rei,BR3111,Campo das Vertentes,0,2400,IBGE (2015), ,,0
BR315880,Santana do Jacaré,3158805,106.169,BR31,MG,BR31045,Campo Belo,BR3109,Oeste de Minas,0,4828,IBGE (2015), ,,0
BR315890,Santana do Manhuaçu,3158904,347.362,BR31,MG,BR31061,Manhuaçu,BR3112,Zona da Mata,0,8844,IBGE (2015), ,,0
BR315895,Santana do Paraíso,3158953,276.067,BR31,MG,BR31039,Ipatinga,BR3108,Vale do Rio Doce,0,31604,IBGE (2015), ,,0
BR315900,Santana do Riacho,3159001,677.207,BR31,MG,BR31027,Sete Lagoas,BR3107,Metropolitana de Belo Horizonte,0,4258,IBGE (2015), ,,0
BR315910,Santana dos Montes,3159100,196.565,BR31,MG,BR31034,Conselheiro Lafaiete,BR3107,Metropolitana de Belo Horizonte,0,3897,IBGE (2015), ,,0
BR315920,Santa Rita de Caldas,3159209,503.011,BR31,MG,BR31051,Poços de Caldas,BR3110,Sul/Sudoeste de Minas,0,9218,IBGE (2015), ,,0
BR315930,Santa Rita de Jacutinga,3159308,420.94,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,5065,IBGE (2015), ,,0
BR315935,Santa Rita de Minas,3159357,68.153,BR31,MG,BR31040,Caratinga,BR3108,Vale do Rio Doce,0,7042,IBGE (2015), ,,0
BR315940,Santa Rita de Ibitipoca,3159407,324.234,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,3595,IBGE (2015), ,,0
BR315950,Santa Rita do Itueto,3159506,485.081,BR31,MG,BR31041,Aimorés,BR3108,Vale do Rio Doce,0,5739,IBGE (2015), ,,0
BR315960,Santa Rita do Sapucaí,3159605,352.969,BR31,MG,BR31053,Santa Rita do Sapucaí,BR3110,Sul/Sudoeste de Minas,0,41425,IBGE (2015), ,,0
BR315970,Santa Rosa da Serra,3159704,284.334,BR31,MG,BR31020,Patos de Minas,BR3105,Triângulo Mineiro/Alto Paranaíba,0,3368,IBGE (2015), ,,0
BR315980,Santa Vitória,3159803,3001.357,BR31,MG,BR31017,Ituiutaba,BR3105,Triângulo Mineiro/Alto Paranaíba,0,19389,IBGE (2015), ,,0
BR315990,Santo Antônio do Amparo,3159902,488.885,BR31,MG,BR31046,Oliveira,BR3109,Oeste de Minas,0,18367,IBGE (2015), ,,0
BR316000,Santo Antônio do Aventureiro,3160009,202.033,BR31,MG,BR31066,Cataguases,BR3112,Zona da Mata,0,3659,IBGE (2015), ,,0
BR316010,Santo Antônio do Grama,3160108,130.213,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,4103,IBGE (2015), ,,0
BR316020,Santo Antônio do Itambé,3160207,305.737,BR31,MG,BR31028,Conceição do Mato Dentro,BR3107,Metropolitana de Belo Horizonte,0,4093,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316030,Santo Antônio do Jacinto,3160306,503.706,BR31,MG,BR31014,Almenara,BR3103,Jequitinhonha,0,12008,IBGE (2015), ,,0
BR316040,Santo Antônio do Monte,3160405,1125.78,BR31,MG,BR31043,Divinópolis,BR3109,Oeste de Minas,0,27752,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316045,Santo Antônio do Retiro,3160454,796.29,BR31,MG,BR31005,Salinas,BR3102,Norte de Minas,0,7290,IBGE (2015), ,,0
BR316050,Santo Antônio do Rio Abaixo,3160504,107.269,BR31,MG,BR31028,Conceição do Mato Dentro,BR3107,Metropolitana de Belo Horizonte,0,1816,IBGE (2015), ,,0
BR316060,Santo Hipólito,3160603,430.656,BR31,MG,BR31025,Curvelo,BR3106,Central Mineira,0,3246,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316070,Santos Dumont,3160702,637.373,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,47559,IBGE (2015), ,,0
BR316080,São Bento Abade,3160801,80.403,BR31,MG,BR31050,Varginha,BR3110,Sul/Sudoeste de Minas,0,5043,IBGE (2015), ,,0
BR316090,São Brás do Suaçuí,3160900,110.019,BR31,MG,BR31034,Conselheiro Lafaiete,BR3107,Metropolitana de Belo Horizonte,0,3712,IBGE (2015), ,,0
BR316095,São Domingos das Dores,3160959,60.865,BR31,MG,BR31040,Caratinga,BR3108,Vale do Rio Doce,0,5661,IBGE (2015), ,,0
BR316100,São Domingos do Prata,3161007,743.768,BR31,MG,BR31031,Itabira,BR3107,Metropolitana de Belo Horizonte,0,17798,IBGE (2015), ,,0
BR316105,São Félix de Minas,3161056,162.56,BR31,MG,BR31038,Mantena,BR3108,Vale do Rio Doce,0,3462,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316110,São Francisco,3161106,3308.1,BR31,MG,BR31003,Januária,BR3102,Norte de Minas,0,56423,IBGE (2015), ,,0
BR316120,São Francisco de Paula,3161205,316.822,BR31,MG,BR31046,Oliveira,BR3109,Oeste de Minas,0,6670,IBGE (2015), ,,0
BR316130,São Francisco de Sales,3161304,1128.864,BR31,MG,BR31021,Frutal,BR3105,Triângulo Mineiro/Alto Paranaíba,0,6150,IBGE (2015), ,,0
BR316140,São Francisco do Glória,3161403,164.613,BR31,MG,BR31063,Muriaé,BR3112,Zona da Mata,0,5145,IBGE (2015), ,,0
BR316150,São Geraldo,3161502,185.578,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,11559,IBGE (2015), ,,0
BR316160,São Geraldo da Piedade,3161601,152.336,BR31,MG,BR31037,Governador Valadares,BR3108,Vale do Rio Doce,0,4289,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316165,São Geraldo do Baixio,3161650,280.954,BR31,MG,BR31037,Governador Valadares,BR3108,Vale do Rio Doce,0,3834,IBGE (2015), ,,0
BR316170,São Gonçalo do Abaeté,3161700,2692.171,BR31,MG,BR31002,Paracatu,BR3101,Noroeste de Minas,0,6780,IBGE (2015), ,,0
BR316180,São Gonçalo do Pará,3161809,265.73,BR31,MG,BR31043,Divinópolis,BR3109,Oeste de Minas,0,11654,IBGE (2015), ,,0
BR316190,São Gonçalo do Rio Abaixo,3161908,363.828,BR31,MG,BR31031,Itabira,BR3107,Metropolitana de Belo Horizonte,0,10588,IBGE (2015), ,,0
BR316200,São Gonçalo do Sapucaí,3162005,516.683,BR31,MG,BR31053,Santa Rita do Sapucaí,BR3110,Sul/Sudoeste de Minas,0,25274,IBGE (2015), ,,0
BR316210,São Gotardo,3162104,866.087,BR31,MG,BR31020,Patos de Minas,BR3105,Triângulo Mineiro/Alto Paranaíba,0,34425,IBGE (2015), ,,0
BR316220,São João Batista do Glória,3162203,547.908,BR31,MG,BR31047,Passos,BR3110,Sul/Sudoeste de Minas,0,7341,IBGE (2015), ,,0
BR316225,São João da Lagoa,3162252,998.015,BR31,MG,BR31007,Montes Claros,BR3102,Norte de Minas,0,4902,IBGE (2015), ,,0
BR316230,São João da Mata,3162302,120.536,BR31,MG,BR31053,Santa Rita do Sapucaí,BR3110,Sul/Sudoeste de Minas,0,2810,IBGE (2015), ,,0
BR316240,São João da Ponte,3162401,1851.102,BR31,MG,BR31007,Montes Claros,BR3102,Norte de Minas,0,25906,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316245,São João das Missões,3162450,678.274,BR31,MG,BR31003,Januária,BR3102,Norte de Minas,0,12652,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316250,São João Del Rei,3162500,1452.002,BR31,MG,BR31058,São João del Rei,BR3111,Campo das Vertentes,0,89378,IBGE (2015), ,,0
BR316255,São João do Manhuaçu,3162559,143.096,BR31,MG,BR31061,Manhuaçu,BR3112,Zona da Mata,0,11153,IBGE (2015), ,,0
BR316257,São João do Manteninha,3162575,137.928,BR31,MG,BR31038,Mantena,BR3108,Vale do Rio Doce,0,5650,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316260,São João do Oriente,3162609,120.122,BR31,MG,BR31040,Caratinga,BR3108,Vale do Rio Doce,0,7888,IBGE (2015), ,,0
BR316265,São João do Pacuí,3162658,415.922,BR31,MG,BR31007,Montes Claros,BR3102,Norte de Minas,0,4339,IBGE (2015), ,,0
BR316270,São João do Paraíso,3162708,1925.575,BR31,MG,BR31005,Salinas,BR3102,Norte de Minas,0,23526,IBGE (2015), ,,0
BR316280,São João Evangelista,3162807,478.183,BR31,MG,BR31035,Guanhães,BR3108,Vale do Rio Doce,0,16057,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316290,São João Nepomuceno,3162906,407.427,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,26336,IBGE (2015), ,,0
BR316292,São Joaquim de Bicas,3162922,71.758,BR31,MG,BR31030,Belo Horizonte,BR3107,Metropolitana de Belo Horizonte,0,29162,IBGE (2015), ,,0
BR316294,São José da Barra,3162948,314.253,BR31,MG,BR31047,Passos,BR3110,Sul/Sudoeste de Minas,0,7270,IBGE (2015), ,,0
BR316295,São José da Lapa,3162955,47.93,BR31,MG,BR31030,Belo Horizonte,BR3107,Metropolitana de Belo Horizonte,0,22257,IBGE (2015), ,,0
BR316300,São José da Safira,3163003,213.881,BR31,MG,BR31037,Governador Valadares,BR3108,Vale do Rio Doce,0,4274,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316310,São José da Varginha,3163102,205.501,BR31,MG,BR31029,Pará de Minas,BR3107,Metropolitana de Belo Horizonte,0,4702,IBGE (2015), ,,0
BR316320,São José do Alegre,3163201,88.794,BR31,MG,BR31053,Santa Rita do Sapucaí,BR3110,Sul/Sudoeste de Minas,0,4197,IBGE (2015), ,,0
BR316330,São José do Divino,3163300,328.704,BR31,MG,BR31037,Governador Valadares,BR3108,Vale do Rio Doce,0,3944,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316340,São José do Goiabal,3163409,184.511,BR31,MG,BR31031,Itabira,BR3107,Metropolitana de Belo Horizonte,0,5673,IBGE (2015), ,,0
BR316350,São José do Jacuri,3163508,345.146,BR31,MG,BR31036,Peçanha,BR3108,Vale do Rio Doce,0,6671,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316360,São José do Mantimento,3163607,54.701,BR31,MG,BR31061,Manhuaçu,BR3112,Zona da Mata,0,2755,IBGE (2015), ,,0
BR316370,São Lourenço,3163706,58.019,BR31,MG,BR31054,São Lourenço,BR3110,Sul/Sudoeste de Minas,0,44781,IBGE (2015), ,,0
BR316380,São Miguel do Anta,3163805,152.111,BR31,MG,BR31062,Viçosa,BR3112,Zona da Mata,0,7019,IBGE (2015), ,,0
BR316390,São Pedro da União,3163904,260.827,BR31,MG,BR31048,São Sebastião do Paraíso,BR3110,Sul/Sudoeste de Minas,0,4979,IBGE (2015), ,,0
BR316400,São Pedro dos Ferros,3164001,402.739,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,8284,IBGE (2015), ,,0
BR316410,São Pedro do Suaçuí,3164100,308.106,BR31,MG,BR31036,Peçanha,BR3108,Vale do Rio Doce,0,5552,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316420,São Romão,3164209,2434.004,BR31,MG,BR31006,Pirapora,BR3102,Norte de Minas,0,11553,IBGE (2015), ,,0
BR316430,São Roque de Minas,3164308,2098.867,BR31,MG,BR31042,Piuí,BR3109,Oeste de Minas,0,7035,IBGE (2015), ,,0
BR316440,São Sebastião da Bela Vista,3164407,167.157,BR31,MG,BR31053,Santa Rita do Sapucaí,BR3110,Sul/Sudoeste de Minas,0,5348,IBGE (2015), ,,0
BR316443,São Sebastião da Vargem Alegre,3164431,73.629,BR31,MG,BR31063,Muriaé,BR3112,Zona da Mata,0,2973,IBGE (2015), ,,0
BR316447,São Sebastião do Anta,3164472,80.618,BR31,MG,BR31040,Caratinga,BR3108,Vale do Rio Doce,0,6286,IBGE (2015), ,,0
BR316450,São Sebastião do Maranhão,3164506,517.83,BR31,MG,BR31036,Peçanha,BR3108,Vale do Rio Doce,0,10620,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316460,São Sebastião do Oeste,3164605,408.09,BR31,MG,BR31043,Divinópolis,BR3109,Oeste de Minas,0,6430,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316470,São Sebastião do Paraíso,3164704,814.925,BR31,MG,BR31048,São Sebastião do Paraíso,BR3110,Sul/Sudoeste de Minas,0,69574,IBGE (2015), ,,0
BR316480,São Sebastião do Rio Preto,3164803,128.002,BR31,MG,BR31028,Conceição do Mato Dentro,BR3107,Metropolitana de Belo Horizonte,0,1601,IBGE (2015), ,,0
BR316490,São Sebastião do Rio Verde,3164902,90.848,BR31,MG,BR31054,São Lourenço,BR3110,Sul/Sudoeste de Minas,0,2228,IBGE (2015), ,,0
